scope,cim,cim_class,rho_threshold,gene,n_scope_datasets,k_datasets,all_datasets_contributed,k_concordant,direction_concordant,nki_smc,nki_smc_dir,neo,neo_dir,tnbc_cl,tnbc_cl_dir,fisher_stat,fisher_p,fisher_padj,fisher_sig,stouffer_Z,stouffer_p,stouffer_padj,stouffer_sig,mean_abs_rrb,rank_in_list,in_ora_universe,used_in_ora,analysis_label
"NKI.NEO","Fun","Fun_only",0.3,"PTGER4",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,57.6221554280792,9.15979191471913e-12,4.14022594545305e-08,"YES",6.74657531376685,7.56877546045749e-12,3.42108650812679e-08,"YES",0.711,1,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"IFFO1",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,53.7561946338292,5.91907415622386e-11,1.33771075930659e-07,"YES",6.58266172197516,2.31049861449451e-11,5.2217268687576e-08,"YES",0.768,2,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"CSGALNACT1",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,51.462017464303,1.78722915969851e-10,1.55214720590275e-07,"YES",6.41419745906483,7.07833114115765e-11,5.33234279300543e-08,"YES",0.756,3,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"FOXN3",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,51.3734226625241,1.86508259175844e-10,1.55214720590275e-07,"YES",6.4327906914818,6.26410596673909e-11,5.33234279300543e-08,"YES",0.753,4,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"INPP5D",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,51.1664906613517,2.06037239721604e-10,1.55214720590275e-07,"YES",6.42948340296971,6.40191689996713e-11,5.33234279300543e-08,"YES",0.746,5,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"PRDM1",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,51.503214870949,1.75214027867948e-10,1.55214720590275e-07,"YES",6.43516576815789,6.16693239535182e-11,5.33234279300543e-08,"YES",0.727,6,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"WIPF1",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,50.610549445532,2.69216495538119e-10,1.738369371189e-07,"YES",6.38873469078965,8.36319828054787e-11,5.40023660401091e-08,"YES",0.742,7,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"TBC1D2B",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,50.1982435040414,3.28258375451412e-10,1.85465982130048e-07,"YES",6.3064423082695,1.42761168033896e-10,8.06600599391514e-08,"YES",0.749,8,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"BHLHE41",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,49.3582463185542,4.91556206442568e-10,2.2218340531204e-07,"YES",6.26258634652078,1.89322042271094e-10,9.50817367850381e-08,"YES",0.709,9,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"TTLL3",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,48.7852822045967,6.47319134305231e-10,2.65989317005422e-07,"YES",6.18157957127226,3.17316787630283e-10,1.19522656674073e-07,"YES",0.741,10,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"ADAMTSL4",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,48.1971554411885,8.58558289845594e-10,2.97922215702985e-07,"YES",6.18595522178913,3.0863764626652e-10,1.19522656674073e-07,"YES",0.736,11,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"SCARF1",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,48.0469140287771,9.22767924743758e-10,2.97922215702985e-07,"YES",6.19354656387255,2.94126497446961e-10,1.19522656674073e-07,"YES",0.727,12,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"H6PD",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,49.536161558072,4.51274988267124e-10,2.2218340531204e-07,"YES",6.11769506864991,4.74692554993339e-10,1.53257882040707e-07,"YES",0.739,13,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"TTBK2",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,47.7658012823955,1.05606109854528e-09,3.13058108546793e-07,"YES",6.12292870398107,4.5935405129917e-10,1.53257882040707e-07,"YES",0.69,14,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"PECAM1",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,46.5872606003894,1.85864871274462e-09,3.94218257796866e-07,"YES",6.0806730750926,5.98395446952854e-10,1.6287443844997e-07,"YES",0.714,15,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"STAT5B",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,46.5448035184073,1.89686790061621e-09,3.94218257796866e-07,"YES",6.07691564348193,6.12580852577322e-10,1.6287443844997e-07,"YES",0.713,16,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"DOCK11",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,48.3166241806118,8.1069942941335e-10,2.97922215702985e-07,"YES",6.08991807511122,5.6484241054195e-10,1.6287443844997e-07,"YES",0.665,17,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"KCTD12",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,46.9929117685194,1.53010812369352e-09,3.94218257796866e-07,"YES",6.02271543888294,8.57574203773981e-10,2.15346411169911e-07,"YES",0.669,18,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"STAT5A",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,46.7173150807763,1.74629365175392e-09,3.94218257796866e-07,"YES",6.01073637298614,9.23412591428571e-10,2.19674995434586e-07,"YES",0.729,19,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"CCND2",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,46.0915051389856,2.35719331991577e-09,4.09788992539204e-07,"YES",5.99556099040813,1.01392083928862e-09,2.29146109679227e-07,"YES",0.681,20,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"FHIP2B",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,46.8747112277445,1.61934727667387e-09,3.94218257796866e-07,"YES",5.96767636211876,1.20328054033921e-09,2.30072538280869e-07,"YES",0.728,21,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"LRRK1",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,46.3793522574913,2.05343837472524e-09,3.94218257796866e-07,"YES",5.97595580930492,1.14372502992332e-09,2.30072538280869e-07,"YES",0.727,22,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"FES",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,46.4231553672107,2.01077272557426e-09,3.94218257796866e-07,"YES",5.95853764865,1.272525101111e-09,2.30072538280869e-07,"YES",0.726,23,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"DPYD",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,45.5617593253385,3.03820857310164e-09,4.73541474152394e-07,"YES",5.97896245608822,1.12281650480926e-09,2.30072538280869e-07,"YES",0.69,24,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"RGL1",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,45.6794979949075,2.87160513236906e-09,4.6355911422529e-07,"YES",5.96466460693826,1.22568518478711e-09,2.30072538280869e-07,"YES",0.679,25,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"PPARGC1B",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,45.180394409225,3.64698166862626e-09,5.31433805339216e-07,"YES",5.95086766350173,1.33362343421792e-09,2.31845304717885e-07,"YES",0.717,26,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"DOCK4",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,45.4023652305762,3.27922845612161e-09,4.94070420722322e-07,"YES",5.93163855350589,1.49963155180492e-09,2.51049430154008e-07,"YES",0.721,27,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"STING1",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,46.3393464906167,2.0931942891869e-09,3.94218257796866e-07,"YES",5.88249872526859,2.02059225767525e-09,2.76759909233094e-07,"YES",0.722,28,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"WDR81",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,47.6654352118649,1.10817029574086e-09,3.13058108546793e-07,"YES",5.88854472095887,1.94805562259518e-09,2.76759909233094e-07,"YES",0.721,29,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"DENND3",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,44.6937788614925,4.60360718333239e-09,5.50478345094904e-07,"YES",5.90820399280401,1.72928792216565e-09,2.76759909233094e-07,"YES",0.714,30,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"EDEM1",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,44.44132042342,5.1947475781783e-09,5.87006476334148e-07,"YES",5.88697067148056,1.9666924020588e-09,2.76759909233094e-07,"YES",0.713,31,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"ARRDC4",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,44.1847835558441,5.87306862932838e-09,6.32054052489626e-07,"YES",5.88982494419764,1.93302461747474e-09,2.76759909233094e-07,"YES",0.7,32,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"NLRP1",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,44.6998814744575,4.5901814083563e-09,5.50478345094904e-07,"YES",5.88410831230571,2.00102850633411e-09,2.76759909233094e-07,"YES",0.671,33,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"CSF2RB",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,44.5453183549091,4.94257230504035e-09,5.72831456891856e-07,"YES",5.86258603927283,2.27856669027792e-09,3.02915336472242e-07,"YES",0.666,34,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"FAM20A",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,43.8805186470303,6.79304931249989e-09,7.11058686380811e-07,"YES",5.85464781812688,2.39010943204244e-09,3.08665560938053e-07,"YES",0.685,35,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"LENG8",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,43.6817363514399,7.47040381926894e-09,7.18430324746715e-07,"YES",5.83888282495175,2.62760059667985e-09,3.29909852694247e-07,"YES",0.705,36,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"TNFRSF14",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,43.527262594824,8.0429721349319e-09,7.54245200514135e-07,"YES",5.8318214181772,2.74127895832866e-09,3.34880564639068e-07,"YES",0.702,37,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"EHBP1L1",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,43.748287866071,7.23643795874277e-09,7.11058686380811e-07,"YES",5.81480836026944,3.03516944117206e-09,3.4644343618981e-07,"YES",0.71,38,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"NRP1",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,43.4928045772629,8.17655195247624e-09,7.54245200514135e-07,"YES",5.81312450009937,3.06587111672398e-09,3.4644343618981e-07,"YES",0.706,39,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"PTK2B",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,43.7615598378114,7.19066150757527e-09,7.11058686380811e-07,"YES",5.81573031557953,3.01848642506241e-09,3.4644343618981e-07,"YES",0.668,40,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"JAK3",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,43.2000567175431,9.40450320821873e-09,7.92881520459504e-07,"YES",5.80892545097897,3.14375381634588e-09,3.46579689021546e-07,"YES",0.696,41,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"TPCN1",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,43.3807104117973,8.62660113431891e-09,7.77491238132199e-07,"YES",5.78540128869871,3.61697151009436e-09,3.57019660398288e-07,"YES",0.707,42,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"DTX2P1-UPK3BP1-PMS2P11",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,43.3456022397513,8.77257812936773e-09,7.77491238132199e-07,"YES",5.78625308030193,3.59868768486349e-09,3.57019660398288e-07,"YES",0.707,43,FALSE,FALSE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"SNX29",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,43.0674064795644,1.0019915949789e-08,7.92881520459504e-07,"YES",5.79833774967719,3.34877291665525e-09,3.57019660398288e-07,"YES",0.689,44,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"DOCK8",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,43.7960494089172,7.07304996262155e-09,7.11058686380811e-07,"YES",5.78840030210921,3.55299522672887e-09,3.57019660398288e-07,"YES",0.655,45,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"ZEB2",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,44.9067482937143,4.15746727813198e-09,5.50478345094904e-07,"YES",5.78464014709597,3.63338592440735e-09,3.57019660398288e-07,"YES",0.629,46,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"EGR2",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,44.6960543628369,4.59859649453093e-09,5.50478345094904e-07,"YES",5.78036423107584,3.72695356321465e-09,3.58421917143196e-07,"YES",0.631,47,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"ZFP36L2",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,43.0354375937289,1.01741434041264e-08,7.92881520459504e-07,"YES",5.76673707068047,4.04104960403418e-09,3.80532171046552e-07,"YES",0.704,48,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"TSPAN11",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,42.7071589386464,1.19015998360602e-08,8.90468392489884e-07,"YES",5.75721850457954,4.27555979989467e-09,3.88624945886724e-07,"YES",0.699,49,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"SLFN11",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,43.1414842866988,9.67144921871942e-09,7.92881520459504e-07,"YES",5.75629718130635,4.29894851644606e-09,3.88624945886724e-07,"YES",0.659,50,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"GIT2",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,42.4591129088157,1.33983579412113e-08,9.36549249356966e-07,"YES",5.74866489307946,4.49754476256974e-09,3.98605927976769e-07,"YES",0.686,51,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"PLEKHO2",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,44.6827747990792,4.62791529062087e-09,5.50478345094904e-07,"YES",5.72932798945488,5.04146363382682e-09,4.14217644758972e-07,"YES",0.71,52,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"MYO9B",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,45.9331511248931,2.54301516350359e-09,4.2571957551986e-07,"YES",5.71402390696153,5.51677438387437e-09,4.14217644758972e-07,"YES",0.708,53,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"RIN3",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,45.1153400365749,3.76236322364047e-09,5.31433805339216e-07,"YES",5.70751498807583,5.73187644942423e-09,4.14217644758972e-07,"YES",0.708,54,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"MAN2C1",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,44.9780761356722,4.01790899268976e-09,5.50331777180537e-07,"YES",5.7036037696305,5.86502859835713e-09,4.14217644758972e-07,"YES",0.708,55,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"PCDHGA9",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,43.2357600506055,9.24540393997254e-09,7.92881520459504e-07,"YES",5.70763336846284,5.7278925001735e-09,4.14217644758972e-07,"YES",0.706,56,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"CYP1B1",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,43.0952873847359,9.8873158904892e-09,7.92881520459504e-07,"YES",5.71948638025982,5.34232691154267e-09,4.14217644758972e-07,"YES",0.706,57,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"PCDHGA3",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,43.042371347978,1.01404929833119e-08,7.92881520459504e-07,"YES",5.70593121865246,5.78543599467886e-09,4.14217644758972e-07,"YES",0.706,58,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"DAPK1",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,42.3598821030484,1.40484646132122e-08,9.62106970480592e-07,"YES",5.72782160822606,5.0864228574085e-09,4.14217644758972e-07,"YES",0.697,59,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"SLC23A2",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,42.1939215986646,1.52068368013365e-08,9.76744532021117e-07,"YES",5.71821204397399,5.38253775819767e-09,4.14217644758972e-07,"YES",0.694,60,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"FMNL3",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,42.1649887058654,1.54183239338535e-08,9.76744532021117e-07,"YES",5.71866192117173,5.36830870062237e-09,4.14217644758972e-07,"YES",0.693,61,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"GPRIN3",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,41.9986678217979,1.66922426941102e-08,9.92143427806769e-07,"YES",5.71048075901758,5.63287370860428e-09,4.14217644758972e-07,"YES",0.687,62,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"SLC12A6",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,42.2376232632013,1.48928712199809e-08,9.76744532021117e-07,"YES",5.72764377214924,5.091756174514e-09,4.14217644758972e-07,"YES",0.68,63,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"GPR162",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,42.4781821165516,1.32769092204454e-08,9.36549249356966e-07,"YES",5.73334841324879,4.92335352884476e-09,4.14217644758972e-07,"YES",0.671,64,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"ADAMTS2",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,42.305704187503,1.44165952954723e-08,9.72582249784099e-07,"YES",5.69051965934545,6.33266642558013e-09,4.26116344298654e-07,"YES",0.7,65,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"FMNL1",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,42.0914525467958,1.5969143466086e-08,9.88774362557656e-07,"YES",5.68627553782929,6.49199237041622e-09,4.26116344298654e-07,"YES",0.698,66,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"CARD6",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,41.7399813696638,1.888542689468e-08,1.04591443636586e-06,"YES",5.68943886342192,6.37287557508334e-09,4.26116344298654e-07,"YES",0.684,67,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"ZMAT3",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,41.8405650984613,1.80004298781808e-08,1.01702428811721e-06,"YES",5.69266980779085,6.25340552660771e-09,4.26116344298654e-07,"YES",0.675,68,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"FLI1",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,42.6868892191878,1.20173831729829e-08,8.90468392489884e-07,"YES",5.6859368478742,6.50487339747945e-09,4.26116344298654e-07,"YES",0.642,69,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"CARD8",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,41.9288960968279,1.72574327884338e-08,1.0000461051759e-06,"YES",5.67893224948589,6.77690735887768e-09,4.37594589458959e-07,"YES",0.662,70,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"TRAM2",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,41.7301136097402,1.89745539340709e-08,1.04591443636586e-06,"YES",5.67240524149485,7.04032045261464e-09,4.48200682335467e-07,"YES",0.693,71,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"AKNA",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,42.1459937092667,1.55587624569735e-08,9.76744532021117e-07,"YES",5.66361365549449,7.4108959209943e-09,4.6523957726242e-07,"YES",0.7,72,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NKI.NEO","Fun","Fun_only",0.3,"TLN1",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,42.8164479361008,1.12962397156038e-08,8.65406839229308e-07,"YES",5.646405659984,8.19185012451022e-09,5.00801075501976e-07,"YES",0.703,73,TRUE,TRUE,"NKI.NEO | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
